class,x,y
1,0.564278324792216,0.790229702780694
1,0.553672996089268,0.81184354090196
1,0.543185191684957,0.799476265427825
1,0.569869163005522,0.799867953007216
1,0.574359836653295,0.789857023128118
1,0.573525437608388,0.800817569340037
1,0.573350462307207,0.806433657022735
1,0.592583021230385,0.793487164664734
1,0.599742534289059,0.778223138016027
1,0.602231729156446,0.782740654494994
1,0.598101976456927,0.772781695976471
1,0.591363260501086,0.762794230466665
1,0.594254164049899,0.779038590319608
1,0.597092874702371,0.735536070467942
1,0.627865818555944,0.766882214647695
1,0.604559840952752,0.768504224471438
1,0.622418656613438,0.737293492809813
1,0.623904060289047,0.7235242979593
1,0.61790144860752,0.731065916358762
1,0.632357119335959,0.726504518110498
1,0.638375417498245,0.704286262586357
1,0.641399450424234,0.721626694386849
1,0.645788523333131,0.713722359100096
1,0.645727365884839,0.699262840754474
1,0.639734359643245,0.691424447624979
1,0.643739766386347,0.688703283485118
1,0.663140806401148,0.650724974567077
1,0.638470549472786,0.669881445012232
1,0.643455442102221,0.655276763119617
1,0.658034779998921,0.651899825094003
1,0.657617497389644,0.62000349552534
1,0.651997992811906,0.618570325202156
1,0.657603073262162,0.611603316836804
1,0.647532594007815,0.603485890145681
1,0.658883997134659,0.579966537639125
1,0.656528159695684,0.57699361591772
1,0.656611312399104,0.560370893760229
1,0.656347488989389,0.564632948034928
1,0.655565790730455,0.543423741507605
1,0.665931992438841,0.546209746962668
1,0.649854437261327,0.541733310590202
1,0.656435306563266,0.525894574799885
1,0.659574947879396,0.505697460062424
1,0.655927848239083,0.498910501124308
1,0.663448168794823,0.47921318897896
1,0.653361824751281,0.469532610464252
1,0.648911625984582,0.452491980586831
1,0.65346291803938,0.457093163963357
1,0.652190981313463,0.435215144727076
1,0.656530856360054,0.437191314685064
1,0.644438442208179,0.418324523008672
1,0.6544237732393,0.413124140683011
1,0.629915858951821,0.395933544872875
1,0.634153851081302,0.395616039125246
1,0.607443455689905,0.365121368124437
1,0.60418781632664,0.3752245759569
1,0.600231526631265,0.34311278837727
1,0.602296614003305,0.346473159720575
1,0.585169269899406,0.322892465503456
1,0.583340035203308,0.321103781344215
1,0.562209933101856,0.32629186357921
1,0.558334421428461,0.319141811147097
1,0.541343140629028,0.297186136914776
1,0.537342738603989,0.311200525383671
1,0.524652278858228,0.286163588298856
1,0.529495971539339,0.293203156387762
1,0.504567808709044,0.285644232225339
1,0.499670262135912,0.287622163787873
1,0.475652405230508,0.269983499870763
1,0.486159775170334,0.276521054684764
1,0.44471896771785,0.266718904940452
1,0.44910935050268,0.264316265083205
1,0.427678200253562,0.250924740533978
1,0.419510363287191,0.269501479572752
1,0.39955945087505,0.254619510980802
1,0.404466832118769,0.257697514560016
1,0.375708579530911,0.277853325897926
1,0.373965568953389,0.268154201855849
1,0.367979660125827,0.292675321700596
1,0.345790782877106,0.271449155704646
1,0.334373640074688,0.30613489738084
1,0.351621475841603,0.299929659209839
1,0.327432179303071,0.325650936157165
1,0.329317461427191,0.314558467969778
1,0.319544811351253,0.324302729767792
1,0.302368589264464,0.325279842899885
1,0.327929966663897,0.327448140819148
1,0.306294682816129,0.34640264559435
1,0.301562450423221,0.355223289860603
1,0.317178954315772,0.372220196382232
1,0.294270158158547,0.366291636483366
1,0.274357965227334,0.384198272905332
1,0.305672930425754,0.385112448856845
1,0.291452834365796,0.400265024923778
1,0.28585807793312,0.411182353096341
1,0.283014863685389,0.410449018627988
1,0.2808773853338,0.426447631509297
1,0.279442989035309,0.440126855713958
1,0.273381759699731,0.454542931387291
1,0.282709915585895,0.46241504677859
1,0.26924884781892,0.514437834338553
1,0.281459744020802,0.503246685416692
1,0.27576759786562,0.498937696375273
1,0.271820123121461,0.514563263644413
1,0.273536516666478,0.550872879495705
1,0.270961306762521,0.525254192612982
